repeticiones filas area tiempo iteraciones
5 7921 62742241 2.4040 15681600
1 7971 63536841 2.4021 15880225
2 7971 63536841 2.3734 15880225
3 7971 63536841 2.4188 15880225
4 7971 63536841 2.4036 15880225
5 7971 63536841 2.4247 15880225
1 8021 64336441 2.4111 16080100
2 8021 64336441 2.4971 16080100
3 8021 64336441 2.4811 16080100
4 8021 64336441 2.4615 16080100
5 8021 64336441 2.4080 16080100
1 8071 65141041 2.4472 16281225
2 8071 65141041 2.4483 16281225
3 8071 65141041 2.4512 16281225
4 8071 65141041 2.4354 16281225
5 8071 65141041 2.5100 16281225
1 8121 65950641 2.5029 16483600
2 8121 65950641 2.4842 16483600
3 8121 65950641 2.4617 16483600
4 8121 65950641 2.5601 16483600
5 8121 65950641 3.1340 16483600
1 8171 66765241 2.9225 16687225
2 8171 66765241 2.6451 16687225
3 8171 66765241 3.3617 16687225
4 8171 66765241 3.1384 16687225
5 8171 66765241 3.4256 16687225
1 8221 67584841 2.5315 16892100
2 8221 67584841 2.5946 16892100
3 8221 67584841 2.5908 16892100
4 8221 67584841 2.5285 16892100
5 8221 67584841 2.6529 16892100
1 8271 68409441 2.5561 17098225
2 8271 68409441 2.7201 17098225
3 8271 68409441 2.6275 17098225
4 8271 68409441 2.6059 17098225
5 8271 68409441 2.5580 17098225
1 8321 69239041 2.6536 17305600
2 8321 69239041 2.8890 17305600
3 8321 69239041 2.6140 17305600
4 8321 69239041 2.6656 17305600
5 8321 69239041 2.9443 17305600
1 8371 70073641 3.5944 17514225
2 8371 70073641 4.3232 17514225
3 8371 70073641 3.6090 17514225
4 8371 70073641 2.8608 17514225
5 8371 70073641 2.7802 17514225
1 8421 70913241 2.6859 17724100
2 8421 70913241 2.6823 17724100
3 8421 70913241 2.9679 17724100
4 8421 70913241 2.7565 17724100
5 8421 70913241 2.7334 17724100
1 8471 71757841 3.2231 17935225
2 8471 71757841 3.6483 17935225
3 8471 71757841 6.1647 17935225
4 8471 71757841 5.0625 17935225
5 8471 71757841 3.4164 17935225
1 8521 72607441 2.9553 18147600
2 8521 72607441 2.7374 18147600
3 8521 72607441 2.8204 18147600
4 8521 72607441 2.7985 18147600
5 8521 72607441 2.8031 18147600
1 8571 73462041 2.7889 18361225
2 8571 73462041 2.8820 18361225
3 8571 73462041 2.8577 18361225
4 8571 73462041 2.7927 18361225
5 8571 73462041 2.7361 18361225
1 8621 74321641 2.8459 18576100
2 8621 74321641 3.0811 18576100
3 8621 74321641 2.8127 18576100
4 8621 74321641 2.8398 18576100
5 8621 74321641 2.9076 18576100
1 8671 75186241 2.9234 18792225
2 8671 75186241 2.7822 18792225
3 8671 75186241 2.8687 18792225
4 8671 75186241 2.8733 18792225
5 8671 75186241 2.8580 18792225
1 8721 76055841 2.9171 19009600
2 8721 76055841 3.0298 19009600
3 8721 76055841 3.0334 19009600
4 8721 76055841 2.9828 19009600
5 8721 76055841 2.9679 19009600
1 8771 76930441 2.9767 19228225
2 8771 76930441 3.1148 19228225
3 8771 76930441 2.9628 19228225
4 8771 76930441 2.9205 19228225
5 8771 76930441 3.0065 19228225
1 8821 77810041 3.0105 19448100
2 8821 77810041 3.0971 19448100
3 8821 77810041 2.9231 19448100
4 8821 77810041 2.8805 19448100
5 8821 77810041 3.0095 19448100
1 8871 78694641 3.0124 19669225
2 8871 78694641 2.9286 19669225
3 8871 78694641 3.0330 19669225
4 8871 78694641 3.0570 19669225
5 8871 78694641 3.0290 19669225
1 8921 79584241 3.1515 19891600
2 8921 79584241 3.0565 19891600
3 8921 79584241 3.0576 19891600
4 8921 79584241 3.0871 19891600
5 8921 79584241 3.2451 19891600
1 8971 80478841 3.0259 20115225
2 8971 80478841 3.1546 20115225
3 8971 80478841 3.2019 20115225
4 8971 80478841 3.2054 20115225
5 8971 80478841 3.1712 20115225
1 9021 81378441 3.1682 20340100
2 9021 81378441 3.1096 20340100
3 9021 81378441 3.1419 20340100
4 9021 81378441 4.5423 20340100
5 9021 81378441 4.0702 20340100
1 9071 82283041 5.0382 20566225
2 9071 82283041 3.8595 20566225
3 9071 82283041 3.1141 20566225
4 9071 82283041 3.1983 20566225
5 9071 82283041 3.2428 20566225
1 9121 83192641 3.2231 20793600
2 9121 83192641 3.0809 20793600
3 9121 83192641 3.1471 20793600
4 9121 83192641 3.1818 20793600
5 9121 83192641 3.1989 20793600
1 9171 84107241 3.2598 21022225
2 9171 84107241 3.3313 21022225
3 9171 84107241 3.2419 21022225
4 9171 84107241 3.2845 21022225
5 9171 84107241 3.1606 21022225
1 9221 85026841 3.5704 21252100
2 9221 85026841 3.1955 21252100
3 9221 85026841 3.2329 21252100
4 9221 85026841 3.2118 21252100
5 9221 85026841 3.2628 21252100
1 9271 85951441 3.2663 21483225
2 9271 85951441 3.3049 21483225
3 9271 85951441 3.4754 21483225
4 9271 85951441 3.2180 21483225
5 9271 85951441 3.2382 21483225
1 9321 86881041 3.3246 21715600
2 9321 86881041 3.3345 21715600
3 9321 86881041 3.3437 21715600
4 9321 86881041 3.3631 21715600
5 9321 86881041 3.3324 21715600
1 9371 87815641 3.3814 21949225
2 9371 87815641 3.4706 21949225
3 9371 87815641 3.4587 21949225
4 9371 87815641 3.5378 21949225
5 9371 87815641 3.3481 21949225
1 9421 88755241 3.6040 22184100
2 9421 88755241 3.5078 22184100
3 9421 88755241 3.4399 22184100
4 9421 88755241 3.5514 22184100
5 9421 88755241 3.4855 22184100
1 9471 89699841 3.3986 22420225
2 9471 89699841 3.5227 22420225
3 9471 89699841 3.4670 22420225
4 9471 89699841 3.4025 22420225
5 9471 89699841 3.3787 22420225
1 9521 90649441 3.4646 22657600
2 9521 90649441 3.6152 22657600
3 9521 90649441 5.1952 22657600
4 9521 90649441 3.6076 22657600
5 9521 90649441 3.6159 22657600
1 9571 91604041 3.5102 22896225
2 9571 91604041 3.4936 22896225
3 9571 91604041 3.4242 22896225
4 9571 91604041 3.4288 22896225
5 9571 91604041 3.5140 22896225
1 9621 92563641 3.5361 23136100
2 9621 92563641 3.5053 23136100
3 9621 92563641 3.5157 23136100
4 9621 92563641 3.5240 23136100
5 9621 92563641 3.5216 23136100
1 9671 93528241 3.5314 23377225
2 9671 93528241 3.5777 23377225
3 9671 93528241 3.4966 23377225
4 9671 93528241 3.5047 23377225
5 9671 93528241 3.5447 23377225
1 9721 94497841 3.5877 23619600
2 9721 94497841 3.6179 23619600
3 9721 94497841 3.5491 23619600
4 9721 94497841 3.4823 23619600
5 9721 94497841 3.6280 23619600
1 9771 95472441 3.6424 23863225
2 9771 95472441 3.5762 23863225
3 9771 95472441 3.6002 23863225
4 9771 95472441 3.6384 23863225
5 9771 95472441 3.7061 23863225
1 9821 96452041 3.9882 24108100
2 9821 96452041 3.7094 24108100
3 9821 96452041 3.7949 24108100
4 9821 96452041 4.9926 24108100
5 9821 96452041 3.6077 24108100
1 9871 97436641 3.6508 24354225
2 9871 97436641 3.6453 24354225
3 9871 97436641 3.7758 24354225
4 9871 97436641 3.7194 24354225
5 9871 97436641 3.6981 24354225
1 9921 98426241 3.8776 24601600
2 9921 98426241 3.7167 24601600
3 9921 98426241 3.7321 24601600
4 9921 98426241 3.7283 24601600
5 9921 98426241 3.6972 24601600
1 9971 99420841 3.8824 24850225
2 9971 99420841 3.8462 24850225
3 9971 99420841 3.7439 24850225
4 9971 99420841 3.7517 24850225
5 9971 99420841 3.7958 24850225
