repeticiones filas area tiempo iteraciones
1 7921 62742241 4.6280 31362947
2 7921 62742241 4.6070 31362835
3 7921 62742241 4.6380 31362917
4 7921 62742241 4.6660 31362831
5 7921 62742241 4.7550 31362765
1 7971 63536841 4.6970 31760139
2 7971 63536841 4.7410 31760093
3 7971 63536841 4.7260 31760135
4 7971 63536841 4.7810 31760115
5 7971 63536841 4.7480 31760127
1 8021 64336441 4.8480 32159811
2 8021 64336441 4.9030 32159837
3 8021 64336441 4.8810 32159827
4 8021 64336441 4.7310 32159855
5 8021 64336441 4.7490 32159859
1 8071 65141041 4.8160 32562065
2 8071 65141041 4.8720 32562153
3 8071 65141041 4.9060 32562073
4 8071 65141041 4.8940 32562117
5 8071 65141041 4.8840 32562077
1 8121 65950641 4.9620 32966877
2 8121 65950641 4.9470 32966851
3 8121 65950641 5.0000 32966873
4 8121 65950641 4.8790 32966857
5 8121 65950641 4.9320 32966833
1 8171 66765241 5.0630 33374081
2 8171 66765241 5.0700 33374067
3 8171 66765241 4.9510 33374093
4 8171 66765241 4.9810 33374105
5 8171 66765241 5.0770 33374097
1 8221 67584841 5.0570 33783837
2 8221 67584841 5.0390 33783787
3 8221 67584841 5.0480 33783855
4 8221 67584841 5.0420 33783869
5 8221 67584841 5.0230 33783837
1 8271 68409441 5.1180 34196037
2 8271 68409441 5.0640 34196099
3 8271 68409441 5.1310 34196057
4 8271 68409441 5.1660 34196065
5 8271 68409441 5.0620 34196087
1 8321 69239041 5.1970 34610797
2 8321 69239041 5.2230 34610767
3 8321 69239041 5.0590 34610879
4 8321 69239041 5.1370 34610793
5 8321 69239041 5.1760 34610819
1 8371 70073641 5.1920 35028141
2 8371 70073641 5.2930 35028115
3 8371 70073641 5.2830 35028055
4 8371 70073641 5.1930 35028053
5 8371 70073641 5.1970 35028099
1 8421 70913241 5.2410 35447871
2 8421 70913241 5.3060 35447773
3 8421 70913241 5.3630 35447815
4 8421 70913241 5.2850 35447855
5 8421 70913241 5.2440 35447815
1 8471 71757841 5.4100 35870075
2 8471 71757841 5.2800 35870073
3 8471 71757841 5.3880 35870143
4 8471 71757841 5.3730 35870093
5 8471 71757841 5.4010 35870107
1 8521 72607441 5.3910 36294761
2 8521 72607441 5.4160 36294811
3 8521 72607441 5.4460 36294793
4 8521 72607441 5.3410 36294851
5 8521 72607441 5.5020 36294843
1 8571 73462041 5.5220 36722075
2 8571 73462041 5.5310 36721999
3 8571 73462041 5.4810 36722073
4 8571 73462041 5.4760 36722023
5 8571 73462041 5.5560 36722013
1 8621 74321641 5.5440 37151867
2 8621 74321641 5.6530 37151847
3 8621 74321641 5.5230 37151873
4 8621 74321641 5.5760 37151879
5 8621 74321641 5.5160 37151857
1 8671 75186241 5.6060 37584043
2 8671 75186241 5.6480 37583997
3 8671 75186241 5.5800 37584003
4 8671 75186241 5.5820 37583983
5 8671 75186241 5.6320 37584029
1 8721 76055841 5.7080 38018779
2 8721 76055841 5.7040 38018777
3 8721 76055841 5.7960 38018719
4 8721 76055841 5.6810 38018717
5 8721 76055841 5.7170 38018779
1 8771 76930441 5.7440 38456113
2 8771 76930441 5.8350 38456091
3 8771 76930441 5.7630 38456021
4 8771 76930441 5.7350 38456019
5 8771 76930441 5.7520 38455995
1 8821 77810041 5.8880 38895745
2 8821 77810041 5.8170 38895741
3 8821 77810041 5.8290 38895713
4 8821 77810041 5.8380 38895747
5 8821 77810041 5.8510 38895709
1 8871 78694641 5.9830 39337973
2 8871 78694641 6.1030 39337959
3 8871 78694641 5.9250 39338031
4 8871 78694641 5.9010 39338157
5 8871 78694641 5.9610 39338115
1 8921 79584241 5.9750 39782757
2 8921 79584241 5.9310 39782815
3 8921 79584241 6.0670 39782725
4 8921 79584241 5.9090 39782755
5 8921 79584241 5.9310 39782729
1 8971 80478841 6.1240 40230003
2 8971 80478841 6.0190 40230027
3 8971 80478841 5.9460 40230111
4 8971 80478841 5.9840 40230025
5 8971 80478841 5.9570 40230051
1 9021 81378441 6.1170 40679713
2 9021 81378441 6.1620 40679753
3 9021 81378441 6.1870 40679733
4 9021 81378441 6.1230 40679783
5 9021 81378441 6.0810 40679825
1 9071 82283041 6.1980 41132027
2 9071 82283041 6.3730 41132005
3 9071 82283041 6.0970 41132007
4 9071 82283041 6.1690 41132073
5 9071 82283041 6.1370 41132003
1 9121 83192641 6.3240 41586693
2 9121 83192641 6.2830 41586779
3 9121 83192641 6.1780 41586799
4 9121 83192641 6.2340 41586817
5 9121 83192641 6.2960 41586745
1 9171 84107241 6.2870 42044039
2 9171 84107241 6.2620 42044025
3 9171 84107241 6.3660 42044031
4 9171 84107241 6.3280 42043991
5 9171 84107241 6.3020 42044013
1 9221 85026841 6.3430 42503787
2 9221 85026841 6.4250 42503719
3 9221 85026841 6.4270 42503779
4 9221 85026841 6.4390 42503759
5 9221 85026841 6.3950 42503661
1 9271 85951441 6.4050 42966061
2 9271 85951441 6.3810 42966049
3 9271 85951441 6.4660 42965905
4 9271 85951441 6.4030 42966009
5 9271 85951441 6.4020 42965941
1 9321 86881041 6.6070 43430645
2 9321 86881041 6.4960 43430781
3 9321 86881041 6.4160 43430669
4 9321 86881041 6.4660 43430731
5 9321 86881041 6.5510 43430755
1 9371 87815641 6.5300 43897975
2 9371 87815641 6.5650 43898031
3 9371 87815641 6.5560 43897939
4 9371 87815641 6.5770 43898077
5 9371 87815641 6.5430 43897963
1 9421 88755241 6.7100 44367669
2 9421 88755241 6.7250 44367753
3 9421 88755241 6.6940 44367733
4 9421 88755241 6.6500 44367799
5 9421 88755241 6.6560 44367631
1 9471 89699841 6.8920 44840011
2 9471 89699841 6.8690 44839919
3 9471 89699841 6.6950 44839935
4 9471 89699841 6.6260 44840081
5 9471 89699841 6.8300 44839939
1 9521 90649441 6.8000 45314719
2 9521 90649441 6.8420 45314671
3 9521 90649441 6.7910 45314745
4 9521 90649441 6.8160 45314631
5 9521 90649441 6.7560 45314753
1 9571 91604041 6.8420 45791935
2 9571 91604041 7.0550 45791977
3 9571 91604041 6.8180 45791929
4 9571 91604041 6.8780 45791933
5 9571 91604041 6.7490 45791933
1 9621 92563641 6.9410 46271683
2 9621 92563641 6.9550 46271801
3 9621 92563641 6.9990 46271659
4 9621 92563641 6.9220 46271747
5 9621 92563641 6.9310 46271737
1 9671 93528241 7.1120 46753899
2 9671 93528241 7.0780 46753985
3 9671 93528241 7.0180 46753945
4 9671 93528241 7.0950 46753933
5 9671 93528241 7.0370 46753997
1 9721 94497841 7.0240 47238735
2 9721 94497841 7.1370 47238637
3 9721 94497841 7.0830 47238673
4 9721 94497841 7.0820 47238741
5 9721 94497841 7.1900 47238709
1 9771 95472441 7.2400 47725895
2 9771 95472441 7.1230 47725979
3 9771 95472441 7.2170 47725985
4 9771 95472441 7.1470 47725877
5 9771 95472441 7.1950 47725907
1 9821 96452041 7.3910 48215735
2 9821 96452041 7.2350 48215729
3 9821 96452041 7.3460 48215587
4 9821 96452041 7.2360 48215569
5 9821 96452041 7.1690 48215723
1 9871 97436641 7.3870 48707919
2 9871 97436641 7.2470 48707935
3 9871 97436641 7.5780 48707893
4 9871 97436641 7.2680 48707883
5 9871 97436641 7.3120 48707925
1 9921 98426241 7.3170 49202709
2 9921 98426241 7.3790 49202763
3 9921 98426241 7.3840 49202621
4 9921 98426241 7.3530 49202589
5 9921 98426241 7.4670 49202609
1 9971 99420841 7.4940 49699897
2 9971 99420841 7.4660 49699993
3 9971 99420841 7.4600 49699929
4 9971 99420841 7.4300 49700011
5 9971 99420841 7.4600 49699955
